idDaInstituicao	anoDePublicacao	total
001300000993-35	2013	25
000200000993-41	2011	65
033500000006-35	2011	268
003900000001-26	2011	98
342800000000-42	2015	26
342800000000-42	2011	21
342800000000-42	2010	19
IZEO00000008-43	2010	77
IZVG00000007-26	2015	3
IZVG00000007-26	2014	5
IZVG00000007-26	2013	6
IZVG00000007-26	2012	8
IZVG00000007-26	2011	7
IZVG00000007-26	2010	2
004700000006-33	2010	33
000600000990-27	2015	6
000600000990-27	2011	8
000600000990-27	2010	5
065800000000-35	2015	309
065800000000-35	2011	505
438300000009-42	2014	80
438300000009-42	2011	5
J7AC00000002-43	2013	5
J7AC00000002-43	2012	4
033800000001-26	2015	771
IYIC00000000-41	2015	14
IYIC00000000-41	2013	23
IYIC00000000-41	2012	19
IYIC00000000-41	2010	26
066900000000-26	2015	34
066900000000-26	2011	78
985600042509-35	2015	8
985600042509-35	2014	8
985600042509-35	2011	15
985600042509-35	2010	8
008800000000-33	2015	25
008800000000-33	2013	14
008800000000-33	2011	18
008800000000-33	2010	9
000300000995-52	2011	5
001100000990-35	2013	49
066300000009-53	2012	20
001700000001-27	2015	70
001700000001-27	2014	124
001700000001-27	2011	87
001700000001-27	2010	71
001700000001-15	2015	43
001700000001-15	2014	37
001700000001-15	2012	35
001700000001-15	2011	28
001700000001-15	2010	19
000700000992-35	2015	53
JNI100000007-52	2012	5
JNI100000007-52	2010	6
423400000002-43	2011	29
003200000009-35	2010	36
670900000006-50	2013	3
670900000006-50	2012	2
670900000006-50	2011	2
670900000006-50	2010	1
410300000009-33	2015	131
410300000009-33	2011	80
IX7W00000004-43	2014	2
IX7W00000004-43	2012	5
IX7W00000004-43	2010	4
807700000001-35	2010	80
567100000005-35	2012	20
567100000005-35	2011	34
120600000002-41	2011	44
120600000002-41	2010	32
001000000998-35	2013	57
045100000002-53	2013	8
119300000003-42	2015	349
119300000003-42	2014	420
308200000009-43	2012	37
308200000009-43	2011	45
J8M600000003-33	2012	2
985606497095-35	2012	4
985606497095-35	2010	14
506700000004-35	2013	71
506700000004-35	2010	65
408900000008-31	2013	333
425400000009-29	2015	2
425400000009-29	2013	3
425400000009-29	2011	9
021100000005-33	2014	512
189500000008-29	2015	29
008400000003-13	2013	944
002200000990-35	2014	7
831200000005-35	2015	85
831200000005-35	2014	88
831200000005-35	2013	81
831200000005-35	2012	61
831200000005-35	2011	106
831200000005-35	2010	70
528700000005-17	2015	22
F3V900000009-52	2013	118
F3V900000009-52	2012	124
342900000001-35	2015	62
342900000001-35	2013	42
342900000001-35	2012	23
342900000001-35	2011	44
342900000001-35	2010	52
985600146169-53	2011	1
985600146169-53	2010	2
577000000000-41	2010	45
010400000005-35	2015	114
010400000005-35	2013	89
119300000003-42	2010	383
584200000007-29	2012	82
173400000000-26	2014	33
173400000000-26	2013	37
173400000000-26	2012	27
173400000000-26	2010	11
778500000000-35	2013	191
567200000007-42	2015	73
001100000990-23	2012	3
034300000000-31	2011	5
034300000000-31	2010	19
511300000003-42	2015	395
511300000003-42	2013	168
002800000001-31	2014	276
985600042380-35	2013	18
000200000004-31	2015	225
000200000004-31	2011	284
584200000007-29	2013	154
096800000000-35	2014	6
047500000006-43	2015	24
350700000009-33	2012	51
350700000009-33	2010	48
891200000009-35	2015	59
891200000009-35	2014	53
891200000009-35	2013	58
891200000009-35	2012	42
891200000009-35	2011	59
002900000003-27	2013	255
002900000003-27	2011	77
584200000007-29	2015	49
879000000006-32	2012	2
879000000006-32	2010	4
446900000000-25	2011	432
009800000009-31	2013	80
009800000009-31	2010	85
363100000000-29	2010	194
586600000000-33	2013	17
553800000008-41	2010	309
402100000004-35	2010	2
021700000006-24	2015	207
021700000006-24	2012	199
038400000005-43	2015	591
000700000992-41	2013	13
000900000996-53	2012	11
066900000000-26	2014	54
066900000000-26	2010	77
061900000009-53	2010	1
172000000004-35	2014	138
J8LU00000004-35	2011	132
529700000003-29	2014	13
529700000003-29	2013	14
528700000005-17	2011	20
J0S900000000-35	2015	9
J0S900000000-35	2012	2
J0S900000000-35	2011	3
J0S900000000-35	2010	2
460900000006-41	2015	27
870100000004-33	2011	160
567200000007-42	2011	93
001500000997-13	2011	1
985601000990-43	2014	21
281500000009-24	2013	34
012800000009-35	2015	27
012800000009-35	2014	32
012800000009-35	2013	30
012800000009-35	2012	34
012800000009-35	2011	33
012800000009-35	2010	41
461400000005-33	2015	7
461400000005-33	2013	11
553800000008-41	2015	366
553800000008-41	2014	442
553800000008-41	2012	396
009800000009-31	2011	82
008200000000-13	2015	297
008200000000-13	2012	331
001000000998-53	2015	4
001000000998-53	2014	8
001000000998-53	2013	7
001000000998-53	2011	7
001000000998-53	2010	3
IV0N00000004-41	2015	3
IV0N00000004-41	2014	1
001200000991-43	2015	79
001200000991-43	2013	7
001200000991-43	2012	3
001200000991-43	2011	4
001200000991-43	2010	9
292900000001-35	2015	5
292900000001-35	2014	6
292900000001-35	2013	1
292900000001-35	2012	4
292900000001-35	2010	5
985600701928-31	2014	1
047700000000-21	2013	34
117700000004-33	2015	44
117700000004-33	2014	47
117700000004-33	2013	56
117700000004-33	2011	46
505800000008-21	2011	51
505800000008-21	2010	57
013200000006-53	2010	1
J1HP00000001-41	2015	136
J1HP00000001-41	2013	78
006900000006-35	2015	26
006900000006-35	2014	53
006900000006-35	2013	34
006900000006-35	2011	53
033100000009-27	2011	415
J4VT00000001-42	2010	7
J9QN00000008-22	2014	1
833700000000-31	2013	37
025500000005-33	2010	17
000200000993-31	2010	51
001400000006-31	2014	44
001400000006-31	2012	44
013100000004-43	2012	13
013100000004-43	2011	24
IWBX00000000-31	2010	2
154600000007-35	2014	33
154600000007-35	2012	68
154600000007-35	2011	64
985601226530-35	2015	3
985601226530-35	2010	4
057200000008-35	2014	32
057200000008-35	2012	27
009200000008-50	2014	87
287000000009-53	2015	3
024800000002-35	2012	158
J1SS00000005-35	2012	103
J08S00000008-35	2011	3
117800000006-31	2015	112
117800000006-31	2014	138
117800000006-31	2011	144
009200000008-22	2015	19
009200000008-22	2012	21
009200000008-22	2010	27
583900000001-35	2010	19
017500000004-35	2014	10
089100000004-52	2015	69
089100000004-52	2014	60
558800000009-51	2010	32
023200000003-33	2015	7
023200000003-33	2014	15
023200000003-33	2013	12
023200000003-33	2012	22
023200000003-33	2011	11
023200000003-33	2010	20
870400000000-31	2012	101
028200000004-53	2012	154
028200000004-53	2011	144
028700000003-33	2015	41
288200000000-50	2013	25
309500000002-43	2015	70
001700000001-27	2013	185
001700000001-27	2012	101
044900000009-53	2013	3
104300000005-35	2015	4
104300000005-35	2013	14
104300000005-35	2011	22
104300000005-35	2010	43
062200000004-51	2014	80
062200000004-51	2012	72
426500000009-22	2010	12
754000000004-11	2014	54
J01Z00000005-53	2012	12
775300000002-43	2014	6
775300000002-43	2013	7
775300000002-43	2012	5
340900000005-35	2013	43
778500000000-35	2014	165
778500000000-35	2012	192
778500000000-35	2010	252
117200000005-42	2015	15
117200000005-42	2014	12
117200000005-42	2013	9
117200000005-42	2012	16
117200000005-42	2011	4
023600000000-35	2012	26
577300000006-22	2013	4
J1OR00000000-31	2012	43
246300000007-15	2015	135
246300000007-15	2014	240
246300000007-15	2013	208
246300000007-15	2012	200
246300000007-15	2011	196
246300000007-15	2010	133
001200000002-33	2013	95
001200000002-33	2010	61
IXU200000007-53	2011	1
JAUL00000000-31	2012	2
226100000009-52	2012	29
000300000995-31	2014	34
004400000000-27	2010	593
002200000000-53	2010	10
000500000999-33	2014	17
000500000999-26	2010	25
051600000006-33	2011	11
051600000006-33	2010	18
290200000002-35	2014	1
290200000002-35	2013	2
065800000000-35	2014	388
001400000995-41	2015	10
001400000995-41	2014	8
001400000995-41	2013	8
001400000995-41	2010	8
363100000000-29	2011	252
001300000993-43	2014	7
001300000993-43	2010	16
446900000000-25	2012	488
028700000003-33	2012	58
013200000006-53	2015	1
013200000006-53	2014	2
IW3C00000004-35	2012	48
293700000006-41	2013	12
293700000006-41	2012	21
003300000000-31	2011	11
833700000000-31	2015	25
833700000000-31	2014	26
833700000000-31	2011	31
833700000000-31	2010	30
529700000003-29	2015	7
529700000003-29	2011	17
000200000004-31	2014	273
009200000008-29	2015	59
009200000008-29	2014	74
009200000008-29	2013	83
000700000992-23	2012	40
000700000992-23	2011	51
000700000992-23	2010	33
309500000002-43	2010	76
014000000000-33	2013	56
010200000001-43	2011	224
000900000996-43	2015	7
000900000996-43	2014	8
000900000996-43	2012	19
000900000996-43	2011	8
071500000009-35	2014	63
071500000009-35	2011	77
071500000009-35	2010	73
489200000001-35	2014	12
489200000001-35	2013	9
489200000001-35	2012	22
489200000001-35	2011	24
489200000001-35	2010	12
J1HP00000001-41	2014	69
033800000001-26	2011	805
001900000005-33	2014	101
824300000004-35	2015	1
J3E400000000-50	2012	23
009200000008-42	2015	164
009200000008-42	2011	205
009200000008-42	2010	163
885300000006-51	2015	39
001400000995-31	2015	9
001400000995-31	2014	12
558800000009-51	2015	32
558800000009-51	2012	25
558800000009-51	2011	21
F3V900000009-52	2014	123
065800000000-35	2013	372
003200000998-33	2012	3
000400000997-33	2014	36
000400000997-33	2013	39
000400000997-33	2012	46
000400000997-33	2011	49
985600043360-43	2011	35
408800000006-35	2014	165
408800000006-35	2013	796
408800000006-35	2011	515
408800000006-35	2010	271
021100000005-33	2013	592
870100000004-33	2014	122
870100000004-33	2010	93
021700000006-24	2014	186
021700000006-24	2011	202
021700000006-24	2010	214
154100000008-23	2011	62
000700000992-23	2015	18
000300000995-13	2012	15
000300000995-13	2010	11
027200000006-33	2014	17
026200000008-41	2012	3
000200000993-24	2015	3
000200000993-24	2013	2
000200000993-24	2012	3
985600984440-35	2013	5
IYOT00000000-29	2013	3
IYOT00000000-29	2012	5
IYOT00000000-29	2010	1
985601226530-35	2012	10
000300000995-51	2014	1
000300000995-51	2012	1
000300000995-51	2011	5
000300000995-51	2010	2
160300000006-33	2012	1
572000000000-42	2015	108
572000000000-42	2013	48
572000000000-42	2012	50
572000000000-42	2011	41
572000000000-42	2010	58
IW1X00000000-35	2012	21
000300000995-41	2015	21
000300000995-41	2014	13
000300000995-41	2013	12
000300000995-41	2011	16
169700000007-33	2012	248
437300000000-41	2010	6
445200000000-42	2014	33
482000000000-13	2015	11
007100000000-35	2012	48
880000000000-23	2013	141
000400000997-41	2015	24
000400000997-41	2014	30
000400000997-41	2013	41
000400000997-41	2012	23
000400000997-41	2011	43
000400000997-41	2010	38
295500000009-41	2011	20
004700000006-33	2012	34
032300000004-22	2011	505
047000000007-25	2014	48
047000000007-25	2013	66
047000000007-25	2012	38
047000000007-25	2011	43
047000000007-25	2010	33
022900000008-42	2013	67
016900000003-53	2011	6
024800000002-35	2015	213
024800000002-35	2011	214
014000000000-26	2014	7
014000000000-26	2011	6
J7NE00000000-31	2011	1
000200000993-23	2013	45
009200000008-33	2013	137
754000000004-11	2012	53
754000000004-11	2011	50
754000000004-11	2010	55
J9IX00000004-35	2013	4
226100000009-52	2010	37
155200000008-41	2015	13
155200000008-41	2012	22
155200000008-41	2011	16
155200000008-41	2010	19
387300000000-32	2015	118
J03D00000008-31	2014	1
032604001051-33	2015	1
032604001051-33	2013	1
032604001051-33	2012	3
032604001051-33	2011	6
028200000004-33	2015	16
028200000004-33	2014	18
205600000005-35	2015	89
205600000005-35	2014	82
205600000005-35	2013	52
205600000005-35	2012	81
205600000005-35	2011	72
205600000005-35	2010	82
000200000993-28	2013	8
985600088568-51	2012	6
002800000001-31	2015	240
004700000006-33	2015	19
004700000006-33	2014	30
004700000006-33	2011	28
000400000997-43	2010	25
377800000002-32	2013	154
377800000002-32	2012	71
377800000002-32	2010	49
007100000000-35	2015	54
J2HF00000009-15	2013	181
014600000001-51	2012	2
J1HL00000004-35	2010	22
J0T000000001-35	2010	7
870400000000-31	2010	61
002700000000-29	2010	24
009200000008-41	2013	125
009200000008-41	2011	133
009200000008-41	2010	157
502700000001-26	2014	30
000700000992-50	2012	3
J2UJ00000009-31	2015	3
322100000002-41	2013	3
583900000001-35	2013	34
023100000001-41	2013	70
015100000000-23	2010	3
000700000992-23	2014	21
551400000004-35	2015	20
551400000004-35	2010	38
022900000008-42	2014	74
445200000000-42	2013	37
009200000008-33	2015	97
749000000008-29	2014	202
749000000008-29	2012	216
387300000000-32	2014	103
319000000000-42	2015	50
319000000000-42	2014	76
319000000000-42	2010	62
169600000005-35	2014	61
453200000000-23	2013	4
B00800000001-35	2014	2
IXW500000009-35	2015	3
JL8W00000004-29	2010	33
000600000990-27	2013	10
000600000990-22	2015	3
000600000990-22	2014	1
000600000990-22	2013	1
000600000990-22	2011	5
J1IN00000006-25	2013	4
J1IN00000006-25	2011	5
810400000006-28	2010	51
J00Z00000007-35	2015	9
J00Z00000007-35	2014	16
577300000006-26	2015	166
577300000006-26	2013	144
577300000006-26	2010	109
294000000001-41	2011	6
169600000005-35	2012	40
169600000005-35	2011	44
000500000999-43	2014	29
002500000995-31	2015	5
002500000995-31	2014	6
000300000995-43	2015	16
000300000995-43	2014	29
627100000002-42	2014	66
627100000002-42	2013	44
627100000002-42	2012	64
627100000002-42	2011	31
627100000002-42	2010	24
051400000002-35	2015	145
051400000002-35	2014	89
000800000994-31	2012	13
000800000994-31	2010	12
749000000008-29	2011	181
000800000994-33	2014	15
000800000994-33	2011	14
000800000994-33	2010	16
475600000009-43	2015	90
475600000009-43	2013	79
475600000009-43	2010	71
J18700000003-33	2015	9
J18700000003-33	2013	3
173400000000-26	2011	20
000300000995-13	2013	33
000300000995-13	2011	15
062200000004-51	2013	148
811900000003-25	2013	25
811900000003-25	2011	60
000700000992-53	2012	8
IYIB00000008-35	2012	1
011000000006-26	2014	12
011000000006-26	2012	19
623800000002-43	2012	46
002400000993-29	2010	1
811900000003-25	2012	68
003900000001-29	2015	177
003900000001-29	2014	155
003900000001-29	2010	156
985601066584-35	2014	28
985601066584-35	2013	6
985601066584-35	2012	9
985601066584-35	2010	6
028700000003-33	2011	40
567100000005-35	2015	20
567100000005-35	2013	30
567100000005-35	2010	28
IZEO00000008-43	2011	82
000300000995-24	2011	4
001900000005-33	2011	71
412700000002-43	2011	201
011000000006-26	2010	37
002900000003-27	2014	168
080800000003-31	2011	16
006900000006-35	2010	45
785800000009-35	2015	55
785800000009-35	2014	91
785800000009-35	2013	84
785800000009-35	2012	70
785800000009-35	2010	86
154100000008-23	2013	47
985600694069-33	2015	10
985600694069-33	2014	17
985600694069-33	2013	14
985600694069-33	2012	12
985600694069-33	2011	19
823700000003-41	2015	87
823700000003-41	2013	82
000300000995-25	2010	4
769300000008-35	2011	141
769300000008-35	2010	128
001200000991-52	2012	5
004400000000-15	2011	191
004400000000-15	2010	119
IZZT00000005-23	2015	17
IZZT00000005-23	2014	12
IZZT00000005-23	2013	19
IZZT00000005-23	2012	18
IZZT00000005-23	2011	13
IZZT00000005-23	2010	9
001200000991-35	2013	39
390600000006-26	2011	20
390600000006-26	2010	29
007200000001-23	2015	84
007200000001-23	2011	160
023100000001-41	2011	64
445200000000-42	2010	26
020100000007-43	2011	47
J1HP00000001-41	2010	37
J54700000000-35	2013	2
204400000003-29	2014	222
000800000994-42	2011	2
780900000000-43	2012	39
780900000000-43	2011	61
985600215063-35	2013	4
039000000006-35	2015	19
039000000006-35	2014	20
039000000006-35	2013	12
039000000006-35	2011	25
039000000006-35	2010	21
985600102242-31	2013	2
IYQB00000001-35	2010	1
431100000008-35	2012	6
885300000006-51	2013	52
IXH000000000-31	2014	1
IXH000000000-31	2010	1
J00Z00000007-32	2012	3
985600043084-35	2015	4
985600043084-35	2014	5
985600043084-35	2012	7
985600043084-35	2010	4
072200000001-25	2011	7
038800000002-35	2014	80
001500000997-35	2012	37
001500000997-35	2011	30
001500000997-35	2010	29
ICRE00000000-41	2011	3
985600213036-33	2010	1
000400000008-33	2014	35
032100000000-35	2013	270
505800000008-21	2014	81
166100000001-27	2014	17
204400000003-29	2015	152
204400000003-29	2013	277
204400000003-29	2011	192
204400000003-29	2010	163
172000000004-35	2015	138
172000000004-35	2013	150
172000000004-35	2012	148
172000000004-35	2011	131
172000000004-35	2010	99
IXXU00000008-35	2015	92
IXXU00000008-35	2014	104
IXXU00000008-35	2010	106
579200000000-14	2013	3
579200000000-14	2010	3
431100000008-13	2014	71
000600000990-42	2015	7
J1VL00000005-32	2013	4
001100000990-35	2014	56
001100000990-35	2011	60
001100000990-35	2010	54
785800000009-35	2011	75
000300000995-29	2012	23
000300000995-29	2011	15
008200000000-13	2010	384
000900000996-35	2014	37
J1D700000002-32	2013	14
004100000005-35	2015	323
004100000005-35	2011	697
004100000005-35	2010	404
577000000000-41	2014	49
577000000000-41	2012	55
IW9W00000003-29	2011	38
501100000002-24	2014	56
501100000002-24	2011	58
001300000993-26	2015	2
001300000993-26	2014	6
001300000993-26	2013	4
001300000993-26	2012	1
001300000993-26	2011	7
001300000993-26	2010	4
000400000997-31	2015	98
032300000004-43	2013	61
000400000997-42	2015	9
000400000997-42	2013	11
000400000997-42	2012	11
000400000997-42	2011	16
426900000006-43	2010	12
001100000990-42	2011	3
002800000001-31	2011	242
032100000000-35	2010	170
000900000996-31	2015	28
000900000996-31	2014	23
000900000996-31	2013	27
J8QC00000009-33	2011	2
J8QC00000009-33	2010	3
JI7500000002-23	2014	43
J1SS00000005-35	2014	167
894500000009-16	2013	39
IXRE00000008-35	2015	3
IXRE00000008-35	2014	5
IXRE00000008-35	2013	8
IXRE00000008-35	2011	9
IXRE00000008-35	2010	11
985600399040-35	2013	9
985600399040-35	2012	7
985600399040-35	2011	8
985600399040-35	2010	10
733300000007-35	2012	4
733300000007-35	2011	1
000900000996-35	2012	52
000900000996-35	2010	60
183300000005-52	2014	100
183300000005-52	2010	68
001100000990-31	2014	15
001100000990-31	2010	16
001100000990-33	2010	15
J4KN00000002-33	2014	19
J4KN00000002-33	2013	15
J4KN00000002-33	2012	15
J4KN00000002-33	2011	10
985600042410-35	2010	7
577300000006-29	2013	24
